Elementos,Aspectos,Esfera de Governo,Local,Tipo de documento,Título do documento,Ano,Tipo de Legislação,Descrição,Trecho da Lei,Link,observações 
Interferências e Mobiliário Urbano,Regras para implantação,Município,Recife,Decreto,Regulamentação de calçadas Decreto 20.604/2004,2004,obrigatoriedade,Estabelece as regras para instalação de mobiliário urbano.,"Art. 10. Na pavimentação do passeio, não será permitido obstáculo de caráter permanente, que impeça o livre trânsito dos pedestres. Art. 11. A instalação de mobiliário urbano nos passeios públicos, tais como telefones públicos, caixas de correios, cestas de lixo, bancas de jornais e revistas, fiteiros, quiosques e outros, não deverá bloquear, obstruir ou dificultar o livre trânsito dos pedestres, em especial as pessoas com deficiência, o acesso de veículos, nem a visibilidade dos motoristas nas confluências das vias. § 1º A instalação de mobiliário urbano deverá ser permitida apenas na faixa de serviços. § 2º No caso de instalação irregular dos mobiliários urbanos, observar-se-á os procedimentos estabelecidos no art. 13 deste Decreto.",http://www.legiscidade.recife.pe.gov.br/decreto/20604/,
Interferências e Mobiliário Urbano,Regras para implantação,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Estabelece as regras para instalação de placas de trânsito no passeio público.,"Aborda inferior da placa ou do conjunto de placas colocadas lateralmente à via deve ficar a uma altura livre entre 2,0 e 2,5m (dois metros e dois metros e cinquenta centímetros) em relação ao solo. O afastamento lateral das placas, medido entre a borda lateral da mesma e da pista, deve ser, no mínimo, de 0,30m (trinta centímetros) para trechos retos da via, e 0,40m (quarenta centímetros) nos trechos em curva.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Interferências e Mobiliário Urbano,Regras para implantação,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,orientação,"Recomenda o posicionamento das redes de água, esgoto, energia e drenagem na calçada.","Recomenda-se na implantação da infraestrutura:
a. de água e esgoto e da rede de distribuição de energia elétrica e de iluminação pública, o posicionamento em lados distintos da via;
b. de drenagem de águas pluviais, o posicionamento de bocas de lobo a montante do local destinado à faixa de pedestres.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Interferências e Mobiliário Urbano,Regras para implantação,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Estabelece regras e parâmetros para implantação de mobiliário urbano.,"Entende-se como mobiliário urbano o conjunto de objetos existentes nas vias e espaços públicos, superpostos ou adicionados aos elementos da urbanização ou da edificação, tais como semáforos, postes de sinalização e similares, telefones e cabines telefônicas, fontes públicas, lixeiras, toldos, marquises, quiosques, posto policial, ponto de taxi, bancas de jornal, abrigos de passageiros de transporte coletivo, caixa de correio, barraca de ambulante, container, outros elementos como cerca, grade, elementos vazados, propaganda e vegetação arbustiva.
O projeto e a instalação do mobiliário urbano devem permitir: a. a aproximação segura e o uso por pessoa com deficiência visual, mental ou auditiva; b. a aproximação e o alcance visual e manual para as pessoas com deficiência física, em especial aquelas em cadeira de rodas;
c. a circulação livre de barreiras, atendendo às condições estabelecidas nas Normas Técnicas Brasileiras - ABNT. Na instalação de mobiliário urbano em calçadas: a. manter uma faixa livre mínima de passeio de 1,20m (um metro e vinte centímetros) de largura; b. distar, no mínimo, 3,00m (três metros) dos pontos de curva, quando em esquinas; c. estar acessível a uma altura variável entre 0,80m e 1,20m (oitenta centímetros e um metro e vinte centímetros), quando sua utilização implicar em manuseio; d. conter piso tátil de alerta, conforme o caso.
Recomenda-se que os objetos do mobiliário urbano compartilhem os mesmos elementos de sustentação reduzindo a interferência nas calçadas e nos espaços públicos livres. Os toldos, marquises e outros elementos que tenham sua projeção sobre a calçada devem respeitar a altura mínima de 2,10m (dois metros e dez centímetors) do piso para não obstruírem a livre circulação.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Interferências e Mobiliário Urbano,Regras para implantação,Município,Rio de Janeiro,Lei,Lei de uso e ocupação do solo - Projeto de Lei Complementar 33/2013.,2013,obrigatoriedade,Regula a instalação de mobiliário urbano.,"Art. 257 Os elementos do mobiliário urbano não poderão: 
I - ocupar a caixa de rua das vias;
II - obstruir a circulação de pedestres ou configurar perigo ou impedimento à locomoção de pessoas com deficiência e mobilidade reduzida;
III - obstruir o acesso a faixas de travessias de pedestres, ciclovias, escadas rolantes ou entradas e saídas de público, sobretudo as de emergência ou para pessoas com deficiência e mobilidade reduzida;
IV - estar localizados em ilhas de travessia, exceto pontos de ônibus e relógios, termômetros e demais indicadores de índices de interesse público;
V - estar localizados em viadutos, pontes e belvederes, salvo os equipamentos de informação básica ao pedestre, de denominação de logradouro público ou de segurança pública. 
Parágrafo Único. O mobiliário urbano deverá ser instalado prioritariamente em passeios que tenham largura suficiente para o atendimento à legislação de acessibilidade e para a circulação de pedestres em geral. 
",http://www.rio.rj.gov.br/web/smu/exibeconteudo?id=4225287,
Interferências e Mobiliário Urbano,Regras para implantação,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,regulamenta a instalação de mobiliário urbano no passeio.,"Art. 64 - A instalação de mobiliário urbano no passeio: 
I - deixará livre a faixa reservada a trânsito de pedestre; 
II - respeitará as áreas de embarque e desembarque de transporte coletivo; 
III - manterá distância mínima de 5,00 m (cinco metros) da esquina, contados a partir do alinhamento dos lotes, quando se tratar de mobiliário urbano que prejudique a visibilidade de pedestres e de condutores de veículos; 
IV - respeitará os seguintes limites máximos: a) com relação à ocupação no sentido longitudinal do passeio: 30 % (trinta por cento) do comprimento da faixa de passeio destinada a este fim em cada testada da quadra respectiva, excetuados deste limite os abrigos de ônibus;
b) com relação à ocupação no sentido transversal do passeio: 40 % (quarenta por cento) da largura do passeio. Art. 65 - O mobiliário urbano instalado em logradouro público estará sujeito ao pagamento de preço público, conforme dispuser regulamento. 
Art. 66 - É vedada a instalação em logradouro público de mobiliário urbano destinado a: 
I - abrir portão eletrônico de garagem; 
II - obstruir o estacionamento de veículo sobre o passeio; 
III - proteger contra veículo. 
Art. 67 - É vedada a instalação de mobiliário urbano em local em que tal mobiliário prejudique a segurança ou o trânsito de veículo ou pedestre ou comprometa a estética da cidade. 
Art. 68 - É vedada a instalação de mobiliário urbano em posição em que tal mobiliário interfira na visibilidade de bem tombado. ",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Interferências e Mobiliário Urbano,Responsável,Município,Belo Horizonte,Lei,Código de Posturas de Belo Horizonte - Lei 8.616/2003,2003,obrigatoriedade,Responsabilidade da manutenção de mobiliário urbano é de quem o instalar.,"Art. 72 - O mobiliário urbano deverá ser mantido, por quem o instalar, em perfeita condição de funcionamento, conservação e segurança. Art. 73 - O responsável pela instalação do mobiliário urbano deverá removê-lo: 
I - ao final do horário de funcionamento diário da atividade ou uso, no caso de mobiliário móvel; 
II - ao final da vigência do licenciamento, por qualquer hipótese, no caso de mobiliário fixo, ressalvadas as situações em que o mobiliário se incorpore ao patrimônio municipal; 
III - quando devidamente caracterizado o interesse público que justifique a remoção. § 1º - Os ônus com a remoção do mobiliário urbano são de quem tiver sido o responsável por sua instalação.
§ 2º - Se a remoção do mobiliário urbano implicar dano ao logradouro público, o responsável por sua instalação deverá fazer os devidos reparos, restabelecendo no logradouro as mesmas condições em que ele se encontrava antes da instalação respectiva. § 3º - No caso de não cumprimento do disposto no § 2º deste artigo, poderá o Executivo realizar a obra, sendo o custo respectivo ressarcido pelo proprietário, acrescido da taxa de administração, sem prejuízo das sanções cabíveis.",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=23290&lang=pt_BR&pg=5570&taxp=0&,
Interferências e Mobiliário Urbano,Drenagem,Município,São Paulo,Decreto,Decreto 45.904/2005 Padronização dos passeios.,2005,obrigatoriedade,Estabelece critérios para instalação da drenagem superficial de modo a não interferir no fluxo de pedestre.,"Art. 51. A drenagem superficial deverá ser executada conforme os seguintes critérios:
I - as canalizações para o escoamento de águas pluviais deverão passar sob o piso dos passeios, não interferindo na declividade transversal do passeio, principalmente da faixa livre;
II - as bocas-de-lobo deverão ser locadas junto às guias na faixa de serviço, distante o suficiente das esquinas de modo a não interferir no rebaixamento de calçadas e guias para travessia de pedestres;
III - quando utilizar grelhas, as aberturas ou frestas deverão ter vãos ou juntas com, no máximo, de 1,5cm (um e meio centímetro), locados transversalmente ao sentido do fluxo de pedestres;
IV - sempre que possível, deverão ser evitados obstáculos ao escoamento das águas pluviais para os canteiros de vegetação.
",http://www3.prefeitura.sp.gov.br/cadlem/secretarias/negocios_juridicos/cadlem/integra.asp?alt=20052005D%20459040000,
Interferências e Mobiliário Urbano,Drenagem,Município,Belo Horizonte,Cartilha,Cartilha de Construção e Manutenção de Passeios,2013,obrigatoriedade,As águas pluviais devem ser canalizadas por baixo do passeio.,"As águas pluviais devem ser canalizadas por baixo do passeio até a sarjeta lindeira à testada do imóvel respectivo, sendo proibido seu lançamento sobre o passeio, inclusive através de drenos para passagem das águas em muro frontal. ",http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=regulacaourbana&tax=35500&lang=pt_BR&pg=5570&taxp=0&,
Interferências e Mobiliário Urbano,Drenagem,Município,São Paulo,Lei,Código de Obras e Edificações de São Paulo. Lei 11.228/1992.,1992,obrigatoriedade,As águas pluviais devem ser canalizadas por baixo do passeio.,"9.3.1 – Não será permitido o despejo de águas pluviais ou servidas, inclusive daquelas provenientes do funcionamento de equipamentos, sobre as calçadas e os imóveis vizinhos, devendo as mesmas serem conduzidas por canalização sob o passeio à rede coletora própria, de acordo com as Normas emanadas do órgão competente.",http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/upload/pinheiros/arquivos/COE_1253646799.pdf,
Interferências e Mobiliário Urbano,Sinalização tátil envolta de mobiliário urbano,Federal,Brasil,Lei ,"Lei Brasileira de Inclusão 2015 LEI Nº 13.146, DE 6 DE JULHO DE 2015.",2015,obrigatoriedade,obrigatoriedade de sinalização tátil para mobiliário urbano,"“Art. 10-A da Lei 10098/2000 passa a vigorar com o seguinte texto :  A instalação de qualquer mobiliário urbano em área de circulação comum para pedestre que ofereça risco de acidente à pessoa com deficiência deverá ser indicada mediante sinalização tátil de alerta no piso, de acordo com as normas técnicas pertinentes.”",http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2015/Lei/L13146.htm,"Artigo da Lei No 10.098, de 19 de DEZEMBRO DE 2000 alterado pela Lei de Inclusão 13146 de 2015"
